web-scraper-order,web-scraper-start-url,mom_value,mom_sign
"1701698397-6398","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","1.48%","changePercentage negative"
"1701698397-6399","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","53.63%","changePercentage positive"
"1701698397-6400","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","4.77%","changePercentage positive"
"1701698397-6401","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","15.98%","changePercentage negative"
"1701698397-6402","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","1.14%","changePercentage negative"
"1701698397-6403","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","2.07%","changePercentage positive"
"1701698397-6404","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","6.05%","changePercentage positive"
"1701698397-6405","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","21.96%","changePercentage negative"
"1701698397-6406","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","22.58%","changePercentage negative"
"1701698397-6407","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","9.30%","changePercentage positive"
"1701698397-6408","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","22.51%","changePercentage positive"
"1701698397-6409","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","15.11%","changePercentage positive"
"1701698397-6410","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","9.94%","changePercentage positive"
"1701698397-6411","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","5.73%","changePercentage negative"
"1701698397-6412","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","8.40%","changePercentage positive"
"1701698397-6413","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","5.61%","changePercentage negative"
"1701698397-6414","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","3.08%","changePercentage negative"
"1701698397-6415","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","20.37%","changePercentage negative"
"1701698397-6416","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","6.87%","changePercentage positive"
"1701698397-6417","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","11.96%","changePercentage negative"
"1701698397-6418","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","0.19%","changePercentage positive"
"1701698397-6419","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","14.31%","changePercentage negative"
"1701698397-6420","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","15.43%","changePercentage negative"
"1701698397-6421","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","8.09%","changePercentage positive"
"1701698397-6422","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","42.10%","changePercentage positive"
"1701698397-6423","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","10.17%","changePercentage negative"
"1701698397-6424","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","10.01%","changePercentage negative"
"1701698397-6425","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","0.72%","changePercentage positive"
"1701698397-6426","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","0.89%","changePercentage positive"
"1701698397-6427","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","12.07%","changePercentage positive"
"1701698397-6428","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","10.53%","changePercentage negative"
"1701698397-6429","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","7.46%","changePercentage positive"
"1701698397-6430","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","23.21%","changePercentage negative"
"1701698397-6431","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","3.67%","changePercentage negative"
"1701698397-6432","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","3.01%","changePercentage positive"
"1701698397-6433","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","6.38%","changePercentage negative"
"1701698397-6434","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","15.49%","changePercentage positive"
"1701698397-6435","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","11.57%","changePercentage positive"
"1701698397-6436","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","0.71%","changePercentage positive"
"1701698397-6437","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","424.17%","changePercentage positive"
"1701698397-6438","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","15.13%","changePercentage positive"
"1701698397-6439","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","4.29%","changePercentage negative"
"1701698397-6440","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","11.52%","changePercentage positive"
"1701698397-6441","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","13.03%","changePercentage positive"
"1701698397-6442","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","8.41%","changePercentage negative"
"1701698397-6443","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","16.72%","changePercentage positive"
"1701698397-6444","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","5.07%","changePercentage positive"
"1701698397-6445","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","0.89%","changePercentage positive"
"1701698397-6446","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","9.37%","changePercentage positive"
"1701698397-6447","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","2.89%","changePercentage positive"
"1701698397-6448","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","24.95%","changePercentage positive"
"1701698397-6449","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","54.98%","changePercentage positive"
"1701698397-6450","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","4.68%","changePercentage positive"
"1701698397-6451","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","0.82%","changePercentage positive"
"1701698397-6452","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","18.52%","changePercentage positive"
"1701698397-6453","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","0.84%","changePercentage positive"
"1701698397-6454","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","7.83%","changePercentage negative"
"1701698397-6455","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","6.12%","changePercentage negative"
"1701698397-6456","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","14.03%","changePercentage positive"
"1701698397-6457","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","3.32%","changePercentage positive"
"1701698397-6458","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","9.25%","changePercentage positive"
"1701698397-6459","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","25.91%","changePercentage positive"
"1701698397-6460","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","19.53%","changePercentage negative"
"1701698397-6461","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","2.82%","changePercentage positive"
"1701698397-6462","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","7.52%","changePercentage positive"
"1701698397-6463","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","12.11%","changePercentage negative"
"1701698397-6464","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","0.93%","changePercentage negative"
"1701698397-6465","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","34.59%","changePercentage positive"
"1701698397-6466","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","23.42%","changePercentage positive"
"1701698397-6467","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","1.80%","changePercentage negative"
"1701698397-6468","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","3.10%","changePercentage positive"
"1701698397-6469","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","4.26%","changePercentage positive"
"1701698397-6470","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","11.35%","changePercentage positive"
"1701698397-6471","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","16.55%","changePercentage positive"
"1701698397-6472","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","7.90%","changePercentage negative"
"1701698397-6473","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","3.34%","changePercentage positive"
"1701698397-6474","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","15.71%","changePercentage positive"
"1701698397-6475","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","7.71%","changePercentage positive"
